ID,Country,Population,Area (sq km),Density,Economy Wikipedia Link,markdown_path,json_path,links_csv_path
99,Liechtenstein,"40,128",160,251,https://en.wikipedia.org/wiki/Economy_of_Liechtenstein,markdown/economy_of_liechtenstein.md,json/economy_of_liechtenstein.json,csv/economy_of_liechtenstein_links.csv
100,Lithuania,"2,830,144","62,674",45,https://en.wikipedia.org/wiki/Economy_of_Lithuania,markdown/economy_of_lithuania.md,json/economy_of_lithuania.json,csv/economy_of_lithuania_links.csv
101,Luxembourg,"680,453","2,590",263,https://en.wikipedia.org/wiki/Economy_of_Luxembourg,markdown/economy_of_luxembourg.md,json/economy_of_luxembourg.json,csv/economy_of_luxembourg_links.csv
102,Madagascar,"32,740,678","581,795",56,https://en.wikipedia.org/wiki/Economy_of_Madagascar,markdown/economy_of_madagascar.md,json/economy_of_madagascar.json,csv/economy_of_madagascar_links.csv
103,Malawi,"22,216,120","94,280",236,https://en.wikipedia.org/wiki/Economy_of_Malawi,markdown/economy_of_malawi.md,json/economy_of_malawi.json,csv/economy_of_malawi_links.csv
104,Malaysia,"35,977,838","328,550",110,https://en.wikipedia.org/wiki/Economy_of_Malaysia,markdown/economy_of_malaysia.md,json/economy_of_malaysia.json,csv/economy_of_malaysia_links.csv
105,Maldives,"529,676",300,"1,766",https://en.wikipedia.org/wiki/Economy_of_the_Maldives,markdown/economy_of_the_maldives.md,json/economy_of_the_maldives.json,csv/economy_of_the_maldives_links.csv
106,Mali,"25,198,821","1,220,190",21,https://en.wikipedia.org/wiki/Economy_of_Mali,markdown/economy_of_mali.md,json/economy_of_mali.json,csv/economy_of_mali_links.csv
107,Malta,"545,405",320,"1,704",https://en.wikipedia.org/wiki/Economy_of_Malta,markdown/economy_of_malta.md,json/economy_of_malta.json,csv/economy_of_malta_links.csv
108,Marshall Islands,"36,282",180,202,https://en.wikipedia.org/wiki/Economy_of_the_Marshall_Islands,markdown/economy_of_the_marshall_islands.md,json/economy_of_the_marshall_islands.json,csv/economy_of_the_marshall_islands_links.csv
109,Mauritania,"5,315,065","1,030,700",5,https://en.wikipedia.org/wiki/Economy_of_Mauritania,markdown/economy_of_mauritania.md,json/economy_of_mauritania.json,csv/economy_of_mauritania_links.csv
110,Mauritius,"1,268,280","2,030",625,https://en.wikipedia.org/wiki/Economy_of_Mauritius,markdown/economy_of_mauritius.md,json/economy_of_mauritius.json,csv/economy_of_mauritius_links.csv
111,Mexico,"131,946,900","1,943,950",68,https://en.wikipedia.org/wiki/Economy_of_Mexico,markdown/economy_of_mexico.md,json/economy_of_mexico.json,csv/economy_of_mexico_links.csv
112,Micronesia,"113,683",700,162,https://en.wikipedia.org/wiki/Economy_of_the_Federated_States_of_Micronesia,markdown/economy_of_the_federated_states_of_micronesia.md,json/economy_of_the_federated_states_of_micronesia.json,csv/economy_of_the_federated_states_of_micronesia_links.csv
113,Moldova,"2,996,106","32,850",91,https://en.wikipedia.org/wiki/Economy_of_Moldova,markdown/economy_of_moldova.md,json/economy_of_moldova.json,csv/economy_of_moldova_links.csv
114,Monaco,"38,341",1,"25,732",https://en.wikipedia.org/wiki/Economy_of_Monaco,markdown/economy_of_monaco.md,json/economy_of_monaco.json,csv/economy_of_monaco_links.csv
115,Mongolia,"3,517,100","1,553,560",2,https://en.wikipedia.org/wiki/Economy_of_Mongolia,markdown/economy_of_mongolia.md,json/economy_of_mongolia.json,csv/economy_of_mongolia_links.csv
116,Montenegro,"632,729","13,450",47,https://en.wikipedia.org/wiki/Economy_of_Montenegro,markdown/economy_of_montenegro.md,json/economy_of_montenegro.json,csv/economy_of_montenegro_links.csv
117,Morocco,"38,430,770","446,300",86,https://en.wikipedia.org/wiki/Economy_of_Morocco,markdown/economy_of_morocco.md,json/economy_of_morocco.json,csv/economy_of_morocco_links.csv
118,Mozambique,"35,631,653","786,380",45,https://en.wikipedia.org/wiki/Economy_of_Mozambique,markdown/economy_of_mozambique.md,json/economy_of_mozambique.json,csv/economy_of_mozambique_links.csv
119,Myanmar (formerly Burma),"54,850,648","653,290",84,https://en.wikipedia.org/wiki/Economy_of_Myanmar,markdown/economy_of_myanmar.md,json/economy_of_myanmar.json,csv/economy_of_myanmar_links.csv
120,Namibia,"3,092,816","823,290",4,https://en.wikipedia.org/wiki/Economy_of_Namibia,markdown/economy_of_namibia.md,json/economy_of_namibia.json,csv/economy_of_namibia_links.csv
121,Nauru,"12,025",20,601,https://en.wikipedia.org/wiki/Economy_of_Nauru,markdown/economy_of_nauru.md,json/economy_of_nauru.json,csv/economy_of_nauru_links.csv
122,Nepal,"29,618,118","143,350",207,https://en.wikipedia.org/wiki/Economy_of_Nepal,markdown/economy_of_nepal.md,json/economy_of_nepal.json,csv/economy_of_nepal_links.csv
123,Netherlands,"18,346,819","33,720",544,https://en.wikipedia.org/wiki/Economy_of_the_Netherlands,markdown/economy_of_the_netherlands.md,json/economy_of_the_netherlands.json,csv/economy_of_the_netherlands_links.csv
124,New Zealand,"5,251,899","263,310",20,https://en.wikipedia.org/wiki/Economy_of_New_Zealand,markdown/economy_of_new_zealand.md,json/economy_of_new_zealand.json,csv/economy_of_new_zealand_links.csv
125,Nicaragua,"7,007,502","120,340",58,https://en.wikipedia.org/wiki/Economy_of_Nicaragua,markdown/economy_of_nicaragua.md,json/economy_of_nicaragua.json,csv/economy_of_nicaragua_links.csv
126,Niger,"27,917,831","1,266,700",22,https://en.wikipedia.org/wiki/Economy_of_Niger,markdown/economy_of_niger.md,json/economy_of_niger.json,csv/economy_of_niger_links.csv
127,Nigeria,"237,527,782","910,770",261,https://en.wikipedia.org/wiki/Economy_of_Nigeria,markdown/economy_of_nigeria.md,json/economy_of_nigeria.json,csv/economy_of_nigeria_links.csv
128,North Korea,"26,571,036","120,410",221,https://en.wikipedia.org/wiki/Economy_of_North_Korea,markdown/economy_of_north_korea.md,json/economy_of_north_korea.json,csv/economy_of_north_korea_links.csv
129,North Macedonia,"1,813,791","25,220",72,https://en.wikipedia.org/wiki/Economy_of_North_Macedonia,markdown/economy_of_north_macedonia.md,json/economy_of_north_macedonia.json,csv/economy_of_north_macedonia_links.csv
130,Norway,"5,623,071","365,268",15,https://en.wikipedia.org/wiki/Economy_of_Norway,markdown/economy_of_norway.md,json/economy_of_norway.json,csv/economy_of_norway_links.csv
131,Oman,"5,494,691","309,500",18,https://en.wikipedia.org/wiki/Economy_of_Oman,markdown/economy_of_oman.md,json/economy_of_oman.json,csv/economy_of_oman_links.csv
132,Pakistan,"255,219,554","770,880",331,https://en.wikipedia.org/wiki/Economy_of_Pakistan,markdown/economy_of_pakistan.md,json/economy_of_pakistan.json,csv/economy_of_pakistan_links.csv
133,Palau,"17,663",460,38,https://en.wikipedia.org/wiki/Economy_of_Palau,markdown/economy_of_palau.md,json/economy_of_palau.json,csv/economy_of_palau_links.csv
134,Palestine State,"5,589,623","6,020",929,https://en.wikipedia.org/wiki/Economy_of_Palestine,markdown/economy_of_palestine.md,json/economy_of_palestine.json,csv/economy_of_palestine_links.csv
135,Panama,"4,571,189","74,340",61,https://en.wikipedia.org/wiki/Economy_of_Panama,markdown/economy_of_panama.md,json/economy_of_panama.json,csv/economy_of_panama_links.csv
136,Papua New Guinea,"10,762,817","452,860",24,https://en.wikipedia.org/wiki/Economy_of_Papua_New_Guinea,markdown/economy_of_papua_new_guinea.md,json/economy_of_papua_new_guinea.json,csv/economy_of_papua_new_guinea_links.csv
137,Paraguay,"7,013,078","397,300",18,https://en.wikipedia.org/wiki/Economy_of_Paraguay,markdown/economy_of_paraguay.md,json/economy_of_paraguay.json,csv/economy_of_paraguay_links.csv
138,Peru,"34,576,665","1,280,000",27,https://en.wikipedia.org/wiki/Economy_of_Peru,markdown/economy_of_peru.md,json/economy_of_peru.json,csv/economy_of_peru_links.csv
139,Philippines,"116,786,962","298,170",392,https://en.wikipedia.org/wiki/Economy_of_the_Philippines,markdown/economy_of_the_philippines.md,json/economy_of_the_philippines.json,csv/economy_of_the_philippines_links.csv
140,Poland,"38,140,910","306,230",125,https://en.wikipedia.org/wiki/Economy_of_Poland,markdown/economy_of_poland.md,json/economy_of_poland.json,csv/economy_of_poland_links.csv
141,Portugal,"10,411,834","91,590",114,https://en.wikipedia.org/wiki/Economy_of_Portugal,markdown/economy_of_portugal.md,json/economy_of_portugal.json,csv/economy_of_portugal_links.csv
142,Qatar,"3,115,889","11,610",268,https://en.wikipedia.org/wiki/Economy_of_Qatar,markdown/economy_of_qatar.md,json/economy_of_qatar.json,csv/economy_of_qatar_links.csv
143,Romania,"18,908,650","230,170",82,https://en.wikipedia.org/wiki/Economy_of_Romania,markdown/economy_of_romania.md,json/economy_of_romania.json,csv/economy_of_romania_links.csv
144,Russia,"143,997,393","16,376,870",9,https://en.wikipedia.org/wiki/Economy_of_Russia,markdown/economy_of_russia.md,json/economy_of_russia.json,csv/economy_of_russia_links.csv
145,Rwanda,"14,569,341","24,670",591,https://en.wikipedia.org/wiki/Economy_of_Rwanda,markdown/economy_of_rwanda.md,json/economy_of_rwanda.json,csv/economy_of_rwanda_links.csv
146,Saint Kitts and Nevis,"46,922",260,180,https://en.wikipedia.org/wiki/Economy_of_Saint_Kitts_and_Nevis,markdown/economy_of_saint_kitts_and_nevis.md,json/economy_of_saint_kitts_and_nevis.json,csv/economy_of_saint_kitts_and_nevis_links.csv
147,Saint Lucia,"180,149",610,295,https://en.wikipedia.org/wiki/Economy_of_Saint_Lucia,markdown/economy_of_saint_lucia.md,json/economy_of_saint_lucia.json,csv/economy_of_saint_lucia_links.csv
148,Saint Vincent and the Grenadines,"99,924",390,256,https://en.wikipedia.org/wiki/Economy_of_Saint_Vincent_and_the_Grenadines,markdown/economy_of_saint_vincent_and_the_grenadines.md,json/economy_of_saint_vincent_and_the_grenadines.json,csv/economy_of_saint_vincent_and_the_grenadines_links.csv
149,Samoa,"219,306","2,830",77,https://en.wikipedia.org/wiki/Economy_of_Samoa,markdown/economy_of_samoa.md,json/economy_of_samoa.json,csv/economy_of_samoa_links.csv
150,San Marino,"33,572",60,560,https://en.wikipedia.org/wiki/Economy_of_San_Marino,markdown/economy_of_san_marino.md,json/economy_of_san_marino.json,csv/economy_of_san_marino_links.csv
151,Sao Tome and Principe,"240,254",960,250,https://en.wikipedia.org/wiki/Economy_of_S%C3%A3o_Tom%C3%A9_and_Pr%C3%ADncipe,markdown/economy_of_são_tomé_and_príncipe.md,json/economy_of_são_tomé_and_príncipe.json,csv/economy_of_são_tomé_and_príncipe_links.csv
152,Saudi Arabia,"34,566,328","2,149,690",16,https://en.wikipedia.org/wiki/Economy_of_Saudi_Arabia,markdown/economy_of_saudi_arabia.md,json/economy_of_saudi_arabia.json,csv/economy_of_saudi_arabia_links.csv
153,Senegal,"18,931,966","192,530",98,https://en.wikipedia.org/wiki/Economy_of_Senegal,markdown/economy_of_senegal.md,json/economy_of_senegal.json,csv/economy_of_senegal_links.csv
154,Serbia,"6,689,039","87,460",76,https://en.wikipedia.org/wiki/Economy_of_Serbia,markdown/economy_of_serbia.md,json/economy_of_serbia.json,csv/economy_of_serbia_links.csv
155,Seychelles,"132,779",460,289,https://en.wikipedia.org/wiki/Economy_of_Seychelles,markdown/economy_of_seychelles.md,json/economy_of_seychelles.json,csv/economy_of_seychelles_links.csv
156,Sierra Leone,"8,819,794","72,180",122,https://en.wikipedia.org/wiki/Economy_of_Sierra_Leone,markdown/economy_of_sierra_leone.md,json/economy_of_sierra_leone.json,csv/economy_of_sierra_leone_links.csv
157,Singapore,"5,870,750",700,"8,387",https://en.wikipedia.org/wiki/Economy_of_Singapore,markdown/economy_of_singapore.md,json/economy_of_singapore.json,csv/economy_of_singapore_links.csv
158,Slovakia,"5,474,881","48,088",114,https://en.wikipedia.org/wiki/Economy_of_Slovakia,markdown/economy_of_slovakia.md,json/economy_of_slovakia.json,csv/economy_of_slovakia_links.csv
159,Slovenia,"2,117,072","20,140",105,https://en.wikipedia.org/wiki/Economy_of_Slovenia,markdown/economy_of_slovenia.md,json/economy_of_slovenia.json,csv/economy_of_slovenia_links.csv
160,Solomon Islands,"838,645","27,990",30,https://en.wikipedia.org/wiki/Economy_of_Solomon_Islands,markdown/economy_of_solomon_islands.md,json/economy_of_solomon_islands.json,csv/economy_of_solomon_islands_links.csv
161,Somalia,"19,654,739","627,340",31,https://en.wikipedia.org/wiki/Economy_of_Somalia,markdown/economy_of_somalia.md,json/economy_of_somalia.json,csv/economy_of_somalia_links.csv
162,South Africa,"64,747,319","1,213,090",53,https://en.wikipedia.org/wiki/Economy_of_South_Africa,markdown/economy_of_south_africa.md,json/economy_of_south_africa.json,csv/economy_of_south_africa_links.csv
163,South Korea,"51,667,029","97,230",531,https://en.wikipedia.org/wiki/Economy_of_South_Korea,markdown/economy_of_south_korea.md,json/economy_of_south_korea.json,csv/economy_of_south_korea_links.csv
164,South Sudan,"12,188,788","610,952",20,https://en.wikipedia.org/wiki/Economy_of_South_Sudan,markdown/economy_of_south_sudan.md,json/economy_of_south_sudan.json,csv/economy_of_south_sudan_links.csv
165,Spain,"47,889,958","498,800",96,https://en.wikipedia.org/wiki/Economy_of_Spain,markdown/economy_of_spain.md,json/economy_of_spain.json,csv/economy_of_spain_links.csv
166,Sri Lanka,"23,229,470","62,710",370,https://en.wikipedia.org/wiki/Economy_of_Sri_Lanka,markdown/economy_of_sri_lanka.md,json/economy_of_sri_lanka.json,csv/economy_of_sri_lanka_links.csv
167,Sudan,"51,662,147","1,765,048",29,https://en.wikipedia.org/wiki/Economy_of_Sudan,markdown/economy_of_sudan.md,json/economy_of_sudan.json,csv/economy_of_sudan_links.csv
168,Suriname,"639,850","156,000",4,https://en.wikipedia.org/wiki/Economy_of_Suriname,markdown/economy_of_suriname.md,json/economy_of_suriname.json,csv/economy_of_suriname_links.csv
169,Sweden,"10,656,633","410,340",26,https://en.wikipedia.org/wiki/Economy_of_Sweden,markdown/economy_of_sweden.md,json/economy_of_sweden.json,csv/economy_of_sweden_links.csv
170,Switzerland,"8,967,407","39,516",227,https://en.wikipedia.org/wiki/Economy_of_Switzerland,markdown/economy_of_switzerland.md,json/economy_of_switzerland.json,csv/economy_of_switzerland_links.csv
171,Syria,"25,620,427","183,630",140,https://en.wikipedia.org/wiki/Economy_of_Syria,markdown/economy_of_syria.md,json/economy_of_syria.json,csv/economy_of_syria_links.csv
172,Tajikistan,"10,786,734","139,960",77,https://en.wikipedia.org/wiki/Economy_of_Tajikistan,markdown/economy_of_tajikistan.md,json/economy_of_tajikistan.json,csv/economy_of_tajikistan_links.csv
173,Tanzania,"70,545,865","885,800",80,https://en.wikipedia.org/wiki/Economy_of_Tanzania,markdown/economy_of_tanzania.md,json/economy_of_tanzania.json,csv/economy_of_tanzania_links.csv
174,Thailand,"71,619,863","510,890",140,https://en.wikipedia.org/wiki/Economy_of_Thailand,markdown/economy_of_thailand.md,json/economy_of_thailand.json,csv/economy_of_thailand_links.csv
175,Timor-Leste,"1,418,517","14,870",95,https://en.wikipedia.org/wiki/Economy_of_Timor-Leste,markdown/economy_of_timor-leste.md,json/economy_of_timor-leste.json,csv/economy_of_timor-leste_links.csv
176,Togo,"9,721,608","54,390",179,https://en.wikipedia.org/wiki/Economy_of_Togo,markdown/economy_of_togo.md,json/economy_of_togo.json,csv/economy_of_togo_links.csv
177,Tonga,"103,742",720,144,https://en.wikipedia.org/wiki/Economy_of_Tonga,markdown/economy_of_tonga.md,json/economy_of_tonga.json,csv/economy_of_tonga_links.csv
178,Trinidad and Tobago,"1,511,155","5,130",295,https://en.wikipedia.org/wiki/Economy_of_Trinidad_and_Tobago,markdown/economy_of_trinidad_and_tobago.md,json/economy_of_trinidad_and_tobago.json,csv/economy_of_trinidad_and_tobago_links.csv
179,Tunisia,"12,348,573","155,360",79,https://en.wikipedia.org/wiki/Economy_of_Tunisia,markdown/economy_of_tunisia.md,json/economy_of_tunisia.json,csv/economy_of_tunisia_links.csv
180,Turkey,"87,685,426","769,630",114,https://en.wikipedia.org/wiki/Economy_of_Turkey,markdown/economy_of_turkey.md,json/economy_of_turkey.json,csv/economy_of_turkey_links.csv
181,Turkmenistan,"7,618,847","469,930",16,https://en.wikipedia.org/wiki/Economy_of_Turkmenistan,markdown/economy_of_turkmenistan.md,json/economy_of_turkmenistan.json,csv/economy_of_turkmenistan_links.csv
182,Tuvalu,"9,492",30,316,https://en.wikipedia.org/wiki/Economy_of_Tuvalu,markdown/economy_of_tuvalu.md,json/economy_of_tuvalu.json,csv/economy_of_tuvalu_links.csv
183,Uganda,"51,384,894","199,810",257,https://en.wikipedia.org/wiki/Economy_of_Uganda,markdown/economy_of_uganda.md,json/economy_of_uganda.json,csv/economy_of_uganda_links.csv
184,Ukraine,"38,980,376","579,320",67,https://en.wikipedia.org/wiki/Economy_of_Ukraine,markdown/economy_of_ukraine.md,json/economy_of_ukraine.json,csv/economy_of_ukraine_links.csv
185,United Arab Emirates,"11,346,000","83,600",136,https://en.wikipedia.org/wiki/Economy_of_the_United_Arab_Emirates,markdown/economy_of_the_united_arab_emirates.md,json/economy_of_the_united_arab_emirates.json,csv/economy_of_the_united_arab_emirates_links.csv
186,United Kingdom,"69,551,332","241,930",287,https://en.wikipedia.org/wiki/Economy_of_the_United_Kingdom,markdown/economy_of_the_united_kingdom.md,json/economy_of_the_united_kingdom.json,csv/economy_of_the_united_kingdom_links.csv
187,United States of America,"347,275,807","9,147,420",38,https://en.wikipedia.org/wiki/Economy_of_the_United_States,markdown/economy_of_the_united_states.md,json/economy_of_the_united_states.json,csv/economy_of_the_united_states_links.csv
188,Uruguay,"3,384,688","175,020",19,https://en.wikipedia.org/wiki/Economy_of_Uruguay,markdown/economy_of_uruguay.md,json/economy_of_uruguay.json,csv/economy_of_uruguay_links.csv
189,Uzbekistan,"37,053,428","425,400",87,https://en.wikipedia.org/wiki/Economy_of_Uzbekistan,markdown/economy_of_uzbekistan.md,json/economy_of_uzbekistan.json,csv/economy_of_uzbekistan_links.csv
190,Vanuatu,"335,169","12,190",27,https://en.wikipedia.org/wiki/Economy_of_Vanuatu,markdown/economy_of_vanuatu.md,json/economy_of_vanuatu.json,csv/economy_of_vanuatu_links.csv
191,Venezuela,"28,516,896","882,050",32,https://en.wikipedia.org/wiki/Economy_of_Venezuela,markdown/economy_of_venezuela.md,json/economy_of_venezuela.json,csv/economy_of_venezuela_links.csv
192,Vietnam,"101,598,527","310,070",328,https://en.wikipedia.org/wiki/Economy_of_Vietnam,markdown/economy_of_vietnam.md,json/economy_of_vietnam.json,csv/economy_of_vietnam_links.csv
193,Yemen,"41,773,878","527,970",79,https://en.wikipedia.org/wiki/Economy_of_Yemen,markdown/economy_of_yemen.md,json/economy_of_yemen.json,csv/economy_of_yemen_links.csv
194,Zambia,"21,913,874","743,390",29,https://en.wikipedia.org/wiki/Economy_of_Zambia,markdown/economy_of_zambia.md,json/economy_of_zambia.json,csv/economy_of_zambia_links.csv
195,Zimbabwe,"16,950,795","386,850",44,https://en.wikipedia.org/wiki/Economy_of_Zimbabwe,markdown/economy_of_zimbabwe.md,json/economy_of_zimbabwe.json,csv/economy_of_zimbabwe_links.csv
